Tip,Paylaþým
Pozitif,ohh þükür bulundu kuzum geçmiþ olsun blisi 
Pozitif,çikolata el öpmem ben 
Negatif,ben böyle hayatýn amk 
Negatif,herkes mertcanin dingil oldugu noktasinda hemfikir mi 
Pozitif,dersten geçebilmem yapmam gereken ödevi yine son haftaya býraktým aptal andaval beyinsiz bi kýzým ben ölmek istiyorum 
Negatif,lan sikini yalamadigin kimse kaldi mi sisko emros iyice follos oldun orospu papazenes sükür 
Negatif,sen bi gavat dürzü sün la amina godugumun yumuþagi 
Negatif,annenin amýný dleyim fahiþe yýrtana kadar sikerim 
Pozitif,kardeþ ben twiti atmadan favlýyosun süpersin hayalimdeki takipçisin 
Pozitif,efsane muazzam makyaj yapabilme yeteneðim var youtuber olarak yola adým atmaya karar verdim zengin olacaðým zaman 
Negatif,nefeslerini kadar bosa tuketen embesil dunyanin hic bir yerinde yokkadere bak duse duse dustuler 
Negatif,clinton vakfýný seviyormuþ embesil orospu 
Pozitif,insan yapmadýðý iyiliklerden suçludur 
Negatif,slm millet bucadan yokmu sakso çektirmek isteyen genç aktif 
Pozitif,ibrahim tatlýses izmirlileri uyandýrmamýz lazým uyuyorlar derin uykudan uyanamadýlar 
Pozitif,yine bir düðün varbabam sen gelmiyorsan gidelim diyorarabadayýzhala kimin düðününe gittiðimizi bilmiyorum 
Negatif,yine kampüs andaval kaynýyo 
Negatif,neymiþ üzerindekiler markaymýþ sorun deðil paçoz sende ucuz durmuþ 
Negatif,yaþlý kadýn görünce kendini kaybediyor lavuk 
Pozitif,yanliz degilde resmindeki tinto ustadi saygiyla yadediyorum 
Negatif,of gercekten amcýk memeler harika yalamak sikmek isterim 
Negatif,ebeni belliyecek senin 
Pozitif,survivor finali birsen yaptý tbrklr birsen 
Pozitif,mutlu ak partili olana mutlu kutlu davaya gönül verene 
Pozitif,dünyadaki ilginç geleneklere inanamayacaksýnýz 
Negatif,kýz yelloz naber 
Negatif,zampara yaa 
Negatif,amcýk nereli 
Pozitif,çocuk gelin pedofili sayýsý tavan yapmýþ durumda 
Negatif,benim onca þeyim senin olduðundan alakalý gerçekleþmedi bi gerçek defol cidden 
Negatif,yaw dombili komik adam 
Negatif,embesil gerizeka anlatmak istediðimi hala anlamýyosun 
Pozitif,galiba demokrasi adýna demokrasi düþmanlarýna müsamaha ede ede kendimizi demokrasimizi yok edeceðiz korkarým 
Negatif,off beyinsiz telefonu firlaticam simdi cektim arkadas yildir omrumu yedi yonetim biktim bee paragöz pislikler 
Pozitif,mutfaðýmýz rekabetçi oldun lezzete sanat ktýk isimli erasmus projemizin hareketliliði 
Negatif,bir tam bir serseri dostum 
Negatif,dediklerinin hatta misliyle sensin adi serefiz it 
Negatif,analarý aþifte çýktý iyi mi 
Pozitif,darýsý cezaevinde bebeðiyle beraber tutuklu diðer annelere 
Negatif,bok insanlarla muhattap olmak zorunda kalmak 
Pozitif,minibüste metre bir çocuk vardý yanýmda bütün yol kafama burnundan soludun neye sinirliydin bilmiyorum umarým 
Pozitif,yýldýz alihanýn tanýþmasýný buldunuz yorumlarý alalým 
Negatif,ahmak sensin bre zýndýk 
Pozitif,okul hafta yok mutluyum caným sýkýlýyor 
Negatif,cenabet olabilir misin 
Pozitif,deli tahiri iyi sen oynuyorsun harikasin adaam 
Negatif,latovlevici piçini inatla oynatan büyük maçlardaki saçma sapan oyun düzeni çýkan yavþak tudor savunun 
Negatif,sen inan yapýyorlar haberleri zaten andaval 
Negatif,dünyanýn itici insanlarýndan olabilirsin danla bilic 
Negatif,yaa býrak ayaklarý hýrbo iþin gücün þov 
Pozitif,herkes rütbesini bilecek 
Pozitif,yoruma gelin sonrada sizi kullanmýyoruz izlemeyin falan farklý düþünen kitleyi memnun etmek çabanýz olduðunu zaten biliyoruz 
Pozitif,bazen bir kahve yudumlayýp bir þarký açarsýn susarsýn þarký senin söylemek istediðin þeyi söyler 
Pozitif,araba korna çaldýðý çocuk kahkaha atýyor allahým beni böyle sebeplerden güldür 
Pozitif,istanbulu bitirdiniz sýra izmire mi geldidoymadýnýz hala paraya doða düþmanlýüð nedir allah aþkýna 
Negatif,senin duymak istediklerini bilmem benim sana söylemek istediklerim azgýn kaltak orospu benim orospu vs vs 
Negatif,amk videosunda lavuk konusuyo konuþmasa is makinesi sesi var memleketin paranormal videosu bile kalitesiz 
Pozitif,ender þurada uzaylý duruyor desen adam hoþgeldi sefalar getirdi diyecek 
Negatif,siktir git lan burdan sokuk 
Pozitif,iðreniyorum sizin egonuzdan cocuklarýn sevinçlerini bitirdiniz survivor 
Pozitif,sol yanýn çiçekler açsýn çocukeksilmedeneksiltmeden 
Pozitif,yanaklarý þiþko olan kýzlarýn mi tatlý olur 
Negatif,beyin yokki onu yapsýn pis cüce 
Pozitif,evet taksici cocuk sen konuþma senide sevmiyoruz sýdýkanýn orda olduðu günü unutmadýk 
Negatif,allah bir belanýzý vermedi lanet olsun sizlere 
Pozitif,yapay zeka insansý robotlar dengeyi degiþti 
Pozitif,þiþko yanaklarýmý yok etme þansým var 
Pozitif,býrakýn düþmanlýðý ülke meselesi sebepten ötürü beþiktaþ karþýsýnda portoya baþarýlar diliyorum 
Negatif,bi siktir git godoþ ataerkilmiþ bunu varya belden baðlamalýyla dövücen jopla deðil sanane amk 
Pozitif,hayýrlý forumlar mic drop remix freni boþal kamyon misali üzerimize doðru geliyor tehlikenin farkinda misiniz 
Negatif,geleninde gideninde amk 
Negatif,iyi sikti bizi amk çakalý 
Pozitif,tabi bahane þart survivor 
Pozitif,unutmayýn hepimiz bir engel 
Negatif,hafifmeþrep kýzlarýn bunu dert edeceðini sanmýyorum 
Negatif,aq düne kadar instagram canlý yayýnýnda aðlayýp intihar edicem þeklinde prim yapmaya çalýþan lavuk 
Pozitif,dünyada rabbime inanmayanlarý anlayamýyorum haþa 
Negatif,size amk 
Negatif,algýya bak beþiktaþ þampiyon olmazsa seyirci azalacakmýþ ulan gerizeka millet kombine yenilemek sýra bekliyor angut 
Pozitif,güzelsin 
Pozitif,ilçelerden derslere gelmek binlerce km yol yaptýlar 
Pozitif,millete politikacýlar atatürkün emperyalizime karþý oluþunu modernite batýlaþma çabasýný yanlýþ anlýyor 
Negatif,tudor þimdi ölmüþlerini siktimin aptal orospu çocuðunu kovmayanin kanini sikerim kaniniya aq aklim almiyo 
Negatif,adamdan bi cacýk olmaz adama sorduklarýnda beþiktaþlýyým cevabýný verince utanç duyyorum dürzü ayný kefede oldum 
Pozitif,huzurlu keyifli bir gün diliyorum 
Pozitif,caným maþallah güzelsin gurban olduðum 
Negatif,orospu çocuðu nazmi ardýç kumpas maðdurlarýný bile cezaevinde dinleten bir kahpe 
Pozitif,kafam ekmek kafa oldu dedi suratým tepsi oldu dedi sonra çikolata yemeye gitti kilo aldým dedi 
Negatif,allahsýz puþt 
Pozitif,çikolata kalp damar hastalýklarýný felç riskini azaltýyormuþ mutlu ediyor nefes alsa evlenilir vicdansýzla 
Negatif,kýzlar bir soracaðým lütfen cevap verin keko barzo tiplerle sevgili oluyorsunuz 
Negatif,aþaðýlýk pislikler 
Pozitif,þarký önerilerini alalým 
Pozitif,gulmeyin sap mutluyum bekarlýk sultanlýk by yurda demlik aldýk mutluyum 
Negatif,linnes varken latovlevic rodrigues varken tolga ey gerizeka 
Negatif,þerefsiz yavþak idrisin hala yüzsüz yüzsüz karýsýyla nikaha gelmesi sorunsalý tahir yengeye durumu zaman açýklýycan 
Negatif,yelloz marka olsa vitrin mankeni olursun hala laga luga yapýyosun 
Negatif,hayýr alakasýz konularda itici bi þekilde barzo artistlendi 
Negatif,abv kahvaltý aq 
Negatif,lý yaþlarýnda pavyon müþteri ayartmaya çalýþan konsomatris 
Negatif,amýný damýný siktiðimin piçi sen kimsin lan benle böyle konuþuyorsun 
Pozitif,tatsýzlýk pislik olsun diyedaha baþka var yavuzcum bahar týrnaklarý çýkarýnca kedi modunu açarsýn öyle 
Negatif,ulan günlük su ihtiyacýný tükürdüðünü yalayarak karþýlýyorsun hala neyin ego su be andaval 
Pozitif,ohh be merhaba cl 
Negatif,yalaka öküz boynuzlarini kasabin biçaðina surtermis 
Negatif,pis zinacý 
Negatif,danla bilic milletle dalga gece gece gecilcek hale gelmsin sok oldum he nasi þiþmiþin bir anda öyle 
Pozitif,cerrahpaþaduruþu halkýn hizmetindeki hastaneyi denize bakan lüks evlere dönüþtürmemektir 
Pozitif,hiçbir gözümüz yok rabbim karþýmýza hayýrlý insanlarý çýkarsýn hkýmýzda hayýrlý olaný versin yeter 
Negatif,keþke evlenmeden önce tanýsaydým alexi psikolojisi bozuk yarak gezen var savuþturuyor kahramaným 
Pozitif,hayýrlý olur inþallah hdjdjdj 
Pozitif,beynimi hissetmiyorum ben beyinsiz miyim 
Pozitif,mardin sakatlar derneði baþkaný sayýn hasan anuk il müdürümüz sayýn hüsnü bengin efetürk hayýrlý olsun ziyaretinde bulund 
Negatif,dombili olan babasýnýn çaldýklarýný miðdesine hemde kumar makinelirine yediriyor saðdaki dürzü bulgarda kumar 
Negatif,sus lan andaval alagavat 
Negatif,ayyas berdus müslümanda olsa 
Pozitif,yarýn akþam yüksek sesle bilgisayar oynamaktan yediniz yine 
Pozitif,tecrübelerinizle zaman bize yol gösterici olduðunuz desteðinizi hiçbir zaman esirgemediðiniz teþekkür ederiz 
Negatif,uzmanlikta degil embesil sivilde hicbir halta yaramadýðý kapiþ uzmanlikta iþe yara 
Pozitif,alýnacaklar listemde keçi sütü hindistan cevizi yaðý bilgisayar var pahalý lüks yaþamak benim iþim 
Negatif,seni ben bozacaðim daracik götün ilk benim güzel büyük yaraðimin tadina bakacak 
Pozitif,insanlarýn hayýrlýsý ahlaký güzel olandýr 
Negatif,bir çocugu dini kin sebebiyle babasindan ayrimak onu babadan mahrum etmek ancak alçak serefiz acimasiz 
Negatif,almanyada irkci hukumete vericem aq yasadigi koyden memnun olmayip dunya kulturunden bihaber angut 
Pozitif,bir uçar güvercin þehirde 
Pozitif,seni sevirem 
Pozitif,öyle güzelsin kuþ koysunlar yoluna 
Pozitif,yemekteyiz sosyoloji psikoloji okuyan arkadaþlarýma programý önermeliyim tam üzerine tez yazmalýk deðil mi 
Negatif,ülke gerizeka dolu amk adam gelmiþ kasaya raký var soruyor he var amk konsomatris ister misin 
Pozitif,ben þuan kendimden nefret ediyorum doðal olucam paspal oldum bence 
Pozitif,sen mükemmel bir program detayýsýn 
Negatif,artýk bir gerçeði söyleme vakti geldi orospu çocuðunu özlüyorum nefretim büyük 
Negatif,mal mýsýn orospu çocuðu 
Pozitif,gündür tahlil diyet yapýyorum diyette besin tüketmemem gerekiyor besinlerin arasýnda çikolata var 
Negatif,kadar yalaka kadar fýrýldak paçavra sadece 
Negatif,cüce olmadýðýný kanýtlamaya çalýþmalarý 
Negatif,gerizeka hatun ister partiden artýk 
Pozitif,çikolata yemekten asla vaz geçemem aþk bildiðin 
Pozitif,eminim eserleriyle gurur duyuyorlardýr 
Negatif,bi sonuna koyup laf sokma çabasýný belli etmiþ andaval yazýk 
Pozitif,gün önce ben yazdým herkes bilmiþ tebrikler arada metro uluun samsunlu geçen metro aldýðýn 
Pozitif,klibin devamý youtube kanalýmýzda 
Negatif,ufak mufak anlamam sikerim 
Negatif,pislik herif 
Negatif,lan gerizeka orospu çocuðu müzik kürt lere ait asýl çalan barbarlarsiniz yavsak orospu çocuklari 
Pozitif,alesten almistim gecen baharda üzerine çikamazsam kendimi gerizeka ilan edicem 
Negatif,þiþko 
Pozitif,bir acý býraktýn bize be çocuk 
Pozitif,tuðçe melis demir adem maç yapýyor sonuçta kaþý yarýlýyordudaðý patlýyor maça devam ediyor 
Negatif,gün içinde arabesk ruhlu çomarlardan serseri model keko kendini çapkýn sanan zirzop sýkýldým 
Pozitif,kafesteki kuþlarýn þarký söylediklerini biliyorum 
Pozitif,erzurum gözümden düþmüþtü sen kurtardýn be abi helal olsun sana allah seni cnetine koysun inþallah 
Negatif,bunlar vakit çalar sadece deðersiz embesil 
Pozitif,halkarenasý uður dündar atatürk konuþuyor yataðýmdan kalktým hazýrolda dinliyorum 
Pozitif,beyoðlu belediyesi geleneksel pilav günleri baþladý 
Negatif,karým esra nasil tam bir orospu kaltak seks makinesi 
Negatif,geri zekalý beyinsiz cüce sanýrsýn vansh ýn aþkýndan ölüyodu uyuz 
Negatif,azgýn liseli sürtük 
Pozitif,dünya iyiye doðruya güzele evrilecek bir gün insanlýðýn çocuklarý hayretle atalarýmýz hayvanlarý kur 
Pozitif,ünlü oyuncu yýldýr beraber olduðu sevgilisine evlenme teklifi etti 
Negatif,whatsapp dan söyleseymiþ pezevenk 
Pozitif,bugünlerin tek iyi yaný birlikte kadar büyük bir aile olduðumuzu görmemiz cerrahpaþaduruþu 
Negatif,senin aðzýna sýçarým git burdann 
Pozitif,gündür güzel þeyler duyuyorum ablamýn kýskançlýðý iyice artýyor tabiki mutluyum 
Pozitif,dengemi kaybettim otururken düþüyodum kantinde bi kýz bakýp kahkaha tý tamam gül kadar belli etme naza 
Negatif,plan yapýldýðý halde saatlerce bekletiyolar boðazýna sýçmak istiyorum hýrtapoz 
Negatif,buna mizah demek bile ayýp bence alt metinde öfke kin pislik riyak rlýk akiyor 
Negatif,lanet kaynana senin yüzünden hatice elenmez umarým 
Pozitif,çeþit çikolata alýp lik diþ aðrýsý çekip yiyemeyen bir üstüne boðaz aðrýsý çeken gün boyu mýzmýzlanan bir ben 
Negatif,amcýk beni kudurtuyor üstüne atlamamak kendimi zor tutuyorum 
Pozitif,valla ben mutlu olmaya çalýþmýyorum denk gelirse mutlu oluyorum gelmezse inþlah maþallah hayýrlýsý þeklinde yaþýyorum 
Pozitif,kadiniizle bence cok guzel basarili 
Pozitif,hiçbir iþim kolay olmadý zorlu oldu emek uðraþ üzerine hesap yapmamý gerektirdi 
Negatif,sexi karýsý var çýldýrttý beni ekrana yapýþtým resmen godoþ la tanýþmak isterim 
Pozitif,ablam senin güzel canýn saðolsun ben eskisi yemiom zati çikolata haftada bir iki 
Negatif,yaþýyon çogunlukta azýnlýða bok diyon 
Pozitif,fýrtýna kafama bir düþmediði mutluyum 
Pozitif,özgürlükçü demokrasi gazetesi genel yayýn yönetmeni yýlmaz yýldýz yazýiþleri müdürü ishak yasul ar ay hapis 
Pozitif,rabbi ölünceye kadar ibadet etmemizi ömrümüzün hayýrlý amlerle sona ermesini nasip et cennetini ihsan eyle 
Negatif,pezevenk sýnavdan almýþsýn hayatýn dramýný yaratýp süslü püslü cümleler kuruyorsun gören ölümcül hastalýða yakalandýn sancak 
Pozitif,karakter yaramýþ sdfgsgs baþarýlý bi geliþmeydi 
Negatif,tanýdýðým bütün büþra gözde beyzalar zinacý kandil vakti küfür edemem 
Negatif,bölüm sonunda reþiti ölü istiyorum adamlar karnýndan yedi öldü kalbinden vuruldu hala taþýyo dürzü 
Pozitif,kokuna sarýlýp sarhoþ olmak varken sensizliðin hüznüne sýðýnýp berduþ oldum iþte bana koyuyor 
Negatif,beyinsiz mal yurt disinda kanunlar kurallar var yasinda kizlar zorla evlendirilmiyor 
Pozitif,adem tatlýsýn haklýsýn kral 
Pozitif,yapmaya çalýþýyorsunbari düzgün yap yazdým 
Pozitif,miniklerden oluþan dev kadro 
Negatif,zampara nxlxmsþxlxzþzþþ 
Negatif,annen mühendis baban doktor sen serseri olamazsýn küçüðüm kasma 
Pozitif,efsane olmuþ tebrikler yýlmaz hocam 
Pozitif,hilal leon un yan yana birisi ölmeden hapisten kurtulduðu deðil 
Negatif,sen önümde böyle domal ben ateþi yakarim 
Pozitif,günaydýn hayýrlý cumalar mübarekler 
Pozitif,flamingo katliamý yapmayýn katil proje istemiyoruz 
Pozitif,annem ben senin oy veririm git ders çalýþ sen diyo çýldýrcam 
Negatif,bulaþýk makinasýný çalýþtýrdýktan sonra farkedilen bulaþýk kadar can sýkýcý insanlar var tam mutlu olacan pislik yapýyorlar 
Negatif,giriþtikleri pislik içinbir bahaneleri olurabd nin asil yüzü 
Negatif,bana övgüler yaðdýrýn þiirler yazýn egomu tatmin edin ezik olun bana kusursuz iat edin 
Negatif,real madrid bayern münih maçýna oynamayan andaval var bunu cidden soruyorum 
Negatif,amýna koduðumun yerinde selam verþp yazmayan amýna çaktýklarým siktir gidin 
Negatif,alaka twitle attýðýn mentionun alaka amk çocuðu alaa 
Negatif,sinemada sabah gündüz seanslarýndan nefret ediyorum bücür dolu oluyor geliþine tokatlamak istiyorum 
Pozitif,son virajda þampiyonluðu býrakmýyor 
Pozitif,ebru haným hakkaniyetli görüþleriniz teskürler ay evli kaldým karsý taraf kusurlu çocuk yok adýn 
Negatif,ayyaþ çýktý lan bunlar 
Pozitif,biriniz curious dan þiir yardýrýyor hadi hayýrlýsý 
Pozitif,takýmýmýza aþýðýz baþka kimseye kadar aþýk olamayýz 
Negatif,saçýný baþýný yolalým ayyaþ deli karýnýn 
Negatif,güzel kýzsýn yarak twitlerin var 
Negatif,he he karýlarýnýzýn etekleri atýnda saklandýnýzkaçtýnýzda ibne ruhlularunutmayýn yiðitte çoktur hainde çoktur 
Negatif,bir apaçi þarký sözü der derler budur iþte olay budur abv 
Negatif,bir dalyarak program falan sunduruyorlar çýkýp millete akýl veriyorlar tedx konuþmacýsý olan gerzek olmayan görmedik zaten 
Negatif,dallama intihar videosu atmýþtý zamanýnda dimi 
Pozitif,gündür kadar mutluyum anlayaman 
Negatif,günahlarý boyunlarýna admin senin þirret gelinden bahset biraz 
Negatif,namusunu kýskanmayana deyyus denir 
Pozitif,aralar mutluyum hadi hayýrlýsý 
Negatif,yine alipalabýyýk yine kaos pislik herif yapamýyosan gideceksin 
Pozitif,gunduz vakti iþe gitmek bombok olay ak 
Negatif,kýz moralimi bozdu yaa fotomu önüme koyup þöyle dedi sen neyin artistliðini yapýyorsun trek 
Negatif,senin karinin amini parcalayim nikahli karini dolleyim serefiz dm at 
Negatif,angut bir adamsin 
Pozitif,kardeþlerime hayýrlý sabahlar ben yine bolu yolundayým þükür 
Negatif,senin beyinsiz adamý tutamadý durduramadý taktiðini sikerim 
Negatif,ananýzýn amýna kadar reklam koysam anneciðinizin hoþuna gider mi yeter lahsýz orospu çocuklarý yeter 
Negatif,saat sunum yaptým hoca yorum yapýn diyor kýz beðenmedim diyor senin varya þakak kemiðini söker götüne sokarým amk kezbaný 
Negatif,casey affleck okumuþtum abi pislik herifler 
Negatif,henüz tracklistin albümün herhangi bir içerik bilgisinin sunulmadýðýný bilmiyor angut herif 
Negatif,amýna koyduðum 
Negatif,gerizeka insanlara tahammül sýfýr beyinsiz orospu çocuðu 
Negatif,kahveme yarrak çizdiniz orospu çocuklarý 
Negatif,sen lezbiyen miydin tribi bi erkek atýyor olamaz 
Pozitif,maþallah sana delikanlý süpersin uður abi 
Pozitif,dayanamayýp yine kitap sipariþ ettim 
Negatif,tam yalamalik azima boþal tatlim 
Pozitif,kardeþim devre kesicin hayýrlý olsun tl oldu ben kaptýrdým elimdekini biliyodum hidecek neyse 
Pozitif,halkarenasý ülkeyi canla baþla koruyacak olan yine atatürkçüler olacak 
